Real,Imag
+0.999999999997E-5,-0.501208912504E-3
-0.999999999994E-5,+0.500420638890E-3
+0.999999999999E-5,-0.499634839904E-3
-0.999999999995E-5,+0.498851503909E-3
+0.100000000000E-4,-0.498070619342E-3
-0.999999999995E-5,+0.497292174713E-3
+0.999999999989E-5,-0.496516158600E-3
-0.999999999996E-5,+0.495742559657E-3
+0.999999999992E-5,-0.494971366606E-3
-0.999999999997E-5,+0.494202568239E-3
+0.999999999991E-5,-0.493436153419E-3
-0.100000000000E-4,+0.492672111075E-3
+0.999999999993E-5,-0.491910430208E-3
-0.999999999999E-5,+0.491151099884E-3
+0.999999999995E-5,-0.490394109238E-3
-0.999999999997E-5,+0.489639447473E-3
+0.999999999995E-5,-0.488887103855E-3
-0.100000000000E-4,+0.488137067717E-3
+0.999999999985E-5,-0.487389328461E-3
-0.999999999991E-5,+0.486643875548E-3
+0.100000000000E-4,-0.485900698508E-3
-0.999999999998E-5,+0.485159786932E-3
+0.999999999989E-5,-0.484421130475E-3
-0.999999999993E-5,+0.483684718857E-3
+0.999999999999E-5,-0.482950541858E-3
-0.100000000000E-4,+0.482218589320E-3
+0.999999999989E-5,-0.481488851147E-3
-0.999999999994E-5,+0.480761317305E-3
+0.100000000000E-4,-0.480035977819E-3
-0.999999999986E-5,+0.479312822776E-3
+0.999999999994E-5,-0.478591842320E-3
-0.999999999995E-5,+0.477873026655E-3
+0.100000000000E-4,-0.477156366046E-3
-0.999999999989E-5,+0.476441850814E-3
+0.100000000000E-4,-0.475729471338E-3
-0.100000000000E-4,+0.475019218056E-3
+0.100000000000E-4,-0.474311081460E-3
-0.999999999994E-5,+0.473605052102E-3
+0.999999999992E-5,-0.472901120589E-3
-0.999999999990E-5,+0.472199277582E-3
+0.999999999988E-5,-0.471499513800E-3
-0.999999999994E-5,+0.470801820015E-3
+0.100000000000E-4,-0.470106187054E-3
-0.999999999999E-5,+0.469412605799E-3
+0.999999999981E-5,-0.468721067185E-3
-0.999999999992E-5,+0.468031562200E-3
+0.999999999997E-5,-0.467344081885E-3
-0.100000000001E-4,+0.466658617334E-3
+0.999999999991E-5,-0.465975159693E-3
-0.999999999994E-5,+0.465293700160E-3
+0.100000000000E-4,-0.464614229985E-3
-0.999999999991E-5,+0.463936740466E-3
+0.999999999995E-5,-0.463261222956E-3
-0.999999999974E-5,+0.462587668854E-3
+0.999999999996E-5,-0.461916069614E-3
-0.999999999991E-5,+0.461246416734E-3
+0.999999999994E-5,-0.460578701765E-3
-0.999999999998E-5,+0.459912916305E-3
+0.100000000001E-4,-0.459249052001E-3
-0.999999999995E-5,+0.458587100550E-3
+0.999999999996E-5,-0.457927053693E-3
-0.100000000000E-4,+0.457268903221E-3
+0.999999999983E-5,-0.456612640973E-3
-0.999999999991E-5,+0.455958258832E-3
+0.999999999998E-5,-0.455305748729E-3
-0.100000000001E-4,+0.454655102642E-3
+0.999999999989E-5,-0.454006312593E-3
-0.999999999995E-5,+0.453359370650E-3
+0.100000000000E-4,-0.452714268927E-3
-0.100000000001E-4,+0.452070999581E-3
+0.999999999989E-5,-0.451429554816E-3
-0.999999999997E-5,+0.450789926878E-3
+0.100000000000E-4,-0.450152108058E-3
-0.999999999989E-5,+0.449516090691E-3
+0.999999999992E-5,-0.448881867153E-3
-0.999999999997E-5,+0.448249429865E-3
+0.100000000000E-4,-0.447618771291E-3
-0.999999999999E-5,+0.446989883935E-3
+0.999999999994E-5,-0.446362760345E-3
-0.999999999999E-5,+0.445737393110E-3
+0.999999999985E-5,-0.445113774862E-3
-0.999999999987E-5,+0.444491898271E-3
+0.999999999993E-5,-0.443871756051E-3
-0.100000000000E-4,+0.443253340955E-3
+0.100000000008E-4,-0.442636645776E-3
-0.999999999989E-5,+0.442021663348E-3
+0.999999999992E-5,-0.441408386546E-3
-0.100000000000E-4,+0.440796808280E-3
+0.999999999986E-5,-0.440186921505E-3
-0.999999999981E-5,+0.439578719210E-3
+0.999999999977E-5,-0.438972194426E-3
-0.999999999983E-5,+0.438367340220E-3
+0.100000000001E-4,-0.437764149700E-3
-0.100000000001E-4,+0.437162616008E-3
+0.100000000002E-4,-0.436562732327E-3
-0.999999999995E-5,+0.435964491876E-3
+0.999999999992E-5,-0.435367887911E-3
-0.100000000000E-4,+0.434772913726E-3
+0.100000000001E-4,-0.434179562650E-3
-0.999999999989E-5,+0.433587828048E-3
+0.999999999993E-5,-0.432997703324E-3
-0.999999999996E-5,+0.432409181915E-3
+0.999999999990E-5,-0.431822257295E-3
-0.999999999979E-5,+0.431236922973E-3
+0.999999999995E-5,-0.430653172492E-3
-0.100000000000E-4,+0.430070999432E-3
+0.999999999993E-5,-0.429490397407E-3
-0.999999999994E-5,+0.428911360064E-3
+0.999999999982E-5,-0.428333881087E-3
-0.100000000000E-4,+0.427757954191E-3
+0.999999999991E-5,-0.427183573126E-3
-0.999999999996E-5,+0.426610731676E-3
+0.999999999998E-5,-0.426039423658E-3
-0.999999999996E-5,+0.425469642921E-3
+0.999999999996E-5,-0.424901383348E-3
-0.999999999996E-5,+0.424334638855E-3
+0.100000000001E-4,-0.423769403389E-3
-0.999999999990E-5,+0.423205670931E-3
+0.999999999996E-5,-0.422643435491E-3
-0.999999999997E-5,+0.422082691114E-3
+0.100000000000E-4,-0.421523431876E-3
-0.999999999963E-5,+0.420965651883E-3
+0.999999999994E-5,-0.420409345271E-3
-0.999999999997E-5,+0.419854506211E-3
+0.100000000001E-4,-0.419301128900E-3
-0.999999999997E-5,+0.418749207572E-3
+0.999999999998E-5,-0.418198736483E-3
-0.100000000000E-4,+0.417649709925E-3
+0.999999999992E-5,-0.417102122219E-3
-0.999999999997E-5,+0.416555967715E-3
+0.100000000000E-4,-0.416011240791E-3
-0.100000000000E-4,+0.415467935857E-3
+0.999999999993E-5,-0.414926047352E-3
-0.999999999993E-5,+0.414385569742E-3
+0.100000000000E-4,-0.413846497523E-3
-0.999999999988E-5,+0.413308825219E-3
+0.999999999991E-5,-0.412772547384E-3
-0.999999999981E-5,+0.412237658598E-3
+0.100000000001E-4,-0.411704153471E-3
-0.999999999999E-5,+0.411172026640E-3
+0.999999999992E-5,-0.410641272768E-3
-0.100000000000E-4,+0.410111886549E-3
+0.100000000001E-4,-0.409583862702E-3
-0.999999999994E-5,+0.409057195973E-3
+0.999999999993E-5,-0.408531881137E-3
-0.999999999995E-5,+0.408007912993E-3
+0.999999999980E-5,-0.407485286368E-3
-0.999999999982E-5,+0.406963996117E-3
+0.999999999996E-5,-0.406444037119E-3
-0.100000000000E-4,+0.405925404279E-3
+0.999999999987E-5,-0.405408092530E-3
-0.999999999996E-5,+0.404892096830E-3
+0.999999999999E-5,-0.404377412161E-3
-0.100000000001E-4,+0.403864033532E-3
+0.999999999985E-5,-0.403351955978E-3
-0.100000000000E-4,+0.402841174558E-3
+0.100000000000E-4,-0.402331684355E-3
-0.999999999985E-5,+0.401823480480E-3
+0.999999999995E-5,-0.401316558065E-3
-0.999999999978E-5,+0.400810912269E-3
+0.100000000000E-4,-0.400306538274E-3
-0.999999999988E-5,+0.399803431288E-3
+0.999999999991E-5,-0.399301586540E-3
-0.999999999996E-5,+0.398800999286E-3
+0.100000000001E-4,-0.398301664804E-3
-0.999999999991E-5,+0.397803578398E-3
+0.999999999996E-5,-0.397306735390E-3
-0.100000000000E-4,+0.396811131132E-3
+0.999999999990E-5,-0.396316760994E-3
-0.999999999992E-5,+0.395823620372E-3
+0.100000000002E-4,-0.395331704684E-3
-0.999999999998E-5,+0.394841009371E-3
+0.999999999991E-5,-0.394351529895E-3
-0.999999999995E-5,+0.393863261743E-3
+0.100000000000E-4,-0.393376200423E-3
-0.100000000001E-4,+0.392890341464E-3
+0.999999999995E-5,-0.392405680420E-3
-0.999999999998E-5,+0.391922212864E-3
+0.100000000000E-4,-0.391439934393E-3
-0.999999999983E-5,+0.390958840624E-3
+0.999999999994E-5,-0.390478927195E-3
-0.999999999999E-5,+0.390000189769E-3
+0.100000000000E-4,-0.389522624026E-3
-0.999999999988E-5,+0.389046225669E-3
+0.999999999988E-5,-0.388570990422E-3
-0.999999999999E-5,+0.388096914031E-3
+0.100000000002E-4,-0.387623992259E-3
-0.999999999997E-5,+0.387152220894E-3
+0.999999999998E-5,-0.386681595742E-3
-0.100000000000E-4,+0.386212112629E-3
+0.999999999997E-5,-0.385743767404E-3
-0.999999999995E-5,+0.385276555933E-3
+0.100000000000E-4,-0.384810474103E-3
-0.100000000000E-4,+0.384345517822E-3
+0.999999999990E-5,-0.383881683016E-3
-0.999999999994E-5,+0.383418965632E-3
+0.999999999999E-5,-0.382957361635E-3
-0.999999999988E-5,+0.382496867012E-3
+0.999999999993E-5,-0.382037477767E-3
-0.999999999998E-5,+0.381579189923E-3
+0.100000000000E-4,-0.381121999524E-3
-0.999999999987E-5,+0.380665902632E-3
+0.999999999995E-5,-0.380210895326E-3
-0.999999999998E-5,+0.379756973706E-3
+0.100000000000E-4,-0.379304133891E-3
-0.999999999992E-5,+0.378852372016E-3
+0.999999999994E-5,-0.378401684237E-3
-0.100000000002E-4,+0.377952066727E-3
+0.999999999986E-5,-0.377503515676E-3
-0.999999999994E-5,+0.377056027294E-3
+0.100000000000E-4,-0.376609597808E-3
-0.100000000001E-4,+0.376164223463E-3
+0.100000000000E-4,-0.375719900523E-3
-0.999999999991E-5,+0.375276625266E-3
+0.999999999998E-5,-0.374834393992E-3
-0.999999999989E-5,+0.374393203016E-3
+0.999999999989E-5,-0.373953048670E-3
-0.999999999996E-5,+0.373513927305E-3
+0.999999999994E-5,-0.373075835286E-3
-0.999999999991E-5,+0.372638769000E-3
+0.999999999953E-5,-0.372202724846E-3
-0.100000000004E-4,+0.371767699240E-3
+0.999999999999E-5,-0.371333688620E-3
-0.999999999928E-5,+0.370900689436E-3
+0.100000000001E-4,-0.370468698154E-3
-0.999999999992E-5,+0.370037711260E-3
+0.999999999999E-5,-0.369607725253E-3
-0.999999999984E-5,+0.369178736652E-3
+0.999999999994E-5,-0.368750741986E-3
-0.999999999998E-5,+0.368323737807E-3
+0.999999999987E-5,-0.367897720679E-3
-0.999999999990E-5,+0.367472687182E-3
+0.999999999998E-5,-0.367048633913E-3
-0.100000000000E-4,+0.366625557483E-3
+0.999999999993E-5,-0.366203454522E-3
-0.999999999999E-5,+0.365782321671E-3
+0.999999999999E-5,-0.365362155589E-3
-0.100000000001E-4,+0.364942952951E-3
+0.999999999993E-5,-0.364524710446E-3
-0.999999999993E-5,+0.364107424777E-3
+0.100000000000E-4,-0.363691092665E-3
-0.999999999990E-5,+0.363275710844E-3
+0.999999999994E-5,-0.362861276063E-3
-0.999999999997E-5,+0.362447785086E-3
+0.999999999997E-5,-0.362035234692E-3
-0.999999999992E-5,+0.361623621674E-3
+0.999999999995E-5,-0.361212942841E-3
-0.999999999999E-5,+0.360803195015E-3
+0.100000000000E-4,-0.360394375032E-3
-0.999999999991E-5,+0.359986479745E-3
+0.999999999997E-5,-0.359579506019E-3
-0.999999999998E-5,+0.359173450732E-3
+0.999999999994E-5,-0.358768310779E-3
-0.999999999990E-5,+0.358364083068E-3
+0.999999999998E-5,-0.357960764520E-3
-0.100000000000E-4,+0.357558352070E-3
+0.999999999990E-5,-0.357156842668E-3
-0.999999999991E-5,+0.356756233276E-3
+0.100000000001E-4,-0.356356520871E-3
-0.999999999995E-5,+0.355957702443E-3
+0.999999999993E-5,-0.355559774995E-3
-0.999999999995E-5,+0.355162735544E-3
+0.100000000000E-4,-0.354766581121E-3
-0.999999999991E-5,+0.354371308768E-3
+0.999999999995E-5,-0.353976915542E-3
-0.100000000000E-4,+0.353583398512E-3
+0.100000000001E-4,-0.353190754762E-3
-0.999999999996E-5,+0.352798981387E-3
+0.999999999994E-5,-0.352408075494E-3
-0.999999999999E-5,+0.352018034206E-3
+0.100000000001E-4,-0.351628854656E-3
-0.999999999988E-5,+0.351240533991E-3
+0.999999999992E-5,-0.350853069370E-3
-0.100000000000E-4,+0.350466457964E-3
+0.999999999995E-5,-0.350080696958E-3
-0.999999999987E-5,+0.349695783549E-3
+0.999999999996E-5,-0.349311714944E-3
-0.100000000001E-4,+0.348928488365E-3
+0.999999999989E-5,-0.348546101045E-3
-0.999999999993E-5,+0.348164550230E-3
+0.999999999994E-5,-0.347783833177E-3
-0.100000000000E-4,+0.347403947155E-3
+0.999999999995E-5,-0.347024889445E-3
-0.100000000000E-4,+0.346646657341E-3
+0.999999999999E-5,-0.346269248148E-3
-0.999999999949E-5,+0.345892659181E-3
+0.999999999993E-5,-0.345516887770E-3
-0.100000000000E-4,+0.345141931254E-3
+0.100000000000E-4,-0.344767786984E-3
-0.999999999993E-5,+0.344394452324E-3
+0.999999999994E-5,-0.344021924647E-3
-0.999999999998E-5,+0.343650201340E-3
+0.100000000001E-4,-0.343279279798E-3
-0.999999999990E-5,+0.342909157431E-3
+0.999999999994E-5,-0.342539831657E-3
-0.100000000000E-4,+0.342171299906E-3
+0.999999999988E-5,-0.341803559621E-3
-0.999999999993E-5,+0.341436608253E-3
+0.999999999998E-5,-0.341070443266E-3
-0.100000000000E-4,+0.340705062134E-3
+0.999999999983E-5,-0.340340462342E-3
-0.999999999998E-5,+0.339976641385E-3
+0.100000000000E-4,-0.339613596770E-3
-0.100000000001E-4,+0.339251326014E-3
+0.100000000012E-4,-0.338889826646E-3
-0.100000000006E-4,+0.338529096200E-3
+0.999999999998E-5,-0.338169132229E-3
-0.999999999982E-5,+0.337809932290E-3
+0.999999999990E-5,-0.337451493952E-3
-0.999999999991E-5,+0.337093814796E-3
+0.100000000001E-4,-0.336736892412E-3
-0.999999999995E-5,+0.336380724398E-3
+0.100000000001E-4,-0.336025308366E-3
-0.100000000001E-4,+0.335670641936E-3
+0.100000000000E-4,-0.335316722738E-3
-0.999999999996E-5,+0.334963548413E-3
+0.100000000000E-4,-0.334611116610E-3
-0.999999999998E-5,+0.334259424990E-3
+0.999999999988E-5,-0.333908471223E-3
-0.999999999998E-5,+0.333558252989E-3
+0.999999999996E-5,-0.333208767976E-3
-0.100000000001E-4,+0.332860013885E-3
+0.999999999991E-5,-0.332511988423E-3
-0.999999999993E-5,+0.332164689309E-3
+0.100000000000E-4,-0.331818114271E-3
-0.100000000000E-4,+0.331472261047E-3
+0.999999999991E-5,-0.331127127382E-3
-0.999999999997E-5,+0.330782711032E-3
+0.999999999997E-5,-0.330439009764E-3
-0.999999999990E-5,+0.330096021352E-3
+0.999999999947E-5,-0.329753743580E-3
-0.999999999993E-5,+0.329412174240E-3
+0.999999999999E-5,-0.329071311135E-3
-0.999999999993E-5,+0.328731152076E-3
+0.999999999996E-5,-0.328391694884E-3
-0.999999999998E-5,+0.328052937387E-3
+0.999999999994E-5,-0.327714877425E-3
-0.999999999993E-5,+0.327377512843E-3
+0.100000000000E-4,-0.327040841499E-3
-0.999999999998E-5,+0.326704861256E-3
+0.999999999993E-5,-0.326369569989E-3
-0.999999999994E-5,+0.326034965579E-3
+0.100000000000E-4,-0.325701045918E-3
-0.100000000000E-4,+0.325367808905E-3
+0.999999999994E-5,-0.325035252448E-3
-0.999999999988E-5,+0.324703374464E-3
+0.999999999999E-5,-0.324372172878E-3
-0.999999999988E-5,+0.324041645624E-3
+0.999999999995E-5,-0.323711790643E-3
-0.999999999991E-5,+0.323382605886E-3
+0.999999999973E-5,-0.323054089312E-3
-0.999999999990E-5,+0.322726238888E-3
+0.999999999993E-5,-0.322399052589E-3
-0.100000000000E-4,+0.322072528398E-3
+0.100000000000E-4,-0.321746664307E-3
-0.999999999970E-5,+0.321421458317E-3
+0.999999999989E-5,-0.321096908432E-3
-0.999999999995E-5,+0.320773012671E-3
+0.999999999994E-5,-0.320449769057E-3
-0.999999999989E-5,+0.320127175623E-3
+0.999999999990E-5,-0.319805230406E-3
-0.999999999999E-5,+0.319483931456E-3
+0.999999999991E-5,-0.319163276827E-3
-0.999999999999E-5,+0.318843264582E-3
+0.100000000000E-4,-0.318523892793E-3
